Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,y,days_to_forward,Date received_year,Date received_month,Date received_dow,p_yes,p_no,pred,expected_cost,high_cost_flag
1241210,Credit reporting,,Incorrect information on credit report,Account terms,LA,70131.0,2015-02-15,2015-02-23,TransUnion,Closed with explanation,Yes,,1,8.0,2015,2,6,0.5954209357456657,0.4045790642543343,1,5.836632514034674,0
1205486,Bank account or service,Checking account,"Making/receiving payments, sending money",,TN,38002.0,2015-01-23,2015-01-23,First Tennessee Bank,Closed with explanation,Yes,,1,0.0,2015,1,4,0.5182679054008155,0.48173209459918453,1,4.853856756793476,0
1266015,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,75126.0,2015-03-03,2015-03-03,"Medical Society Business Services, Inc.",Closed with non-monetary relief,Yes,,1,0.0,2015,3,1,0.5430505564285082,0.4569494435714918,1,4.6555955485719345,0
1247103,Debt collection,,Communication tactics,Frequent or repeated calls,MD,20904.0,2015-02-19,2015-02-25,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,1,6.0,2015,2,3,0.6781084623924523,0.32189153760754774,1,4.775132300860382,0
1277735,Payday loan,,Charged fees or interest I didn't expect,,KY,42701.0,2015-03-11,2015-03-11,Red Rock Tribal Lending,Closed with explanation,Yes,,1,0.0,2015,3,2,0.3666197366198199,0.6333802633801802,1,6.067042107041441,0
1222675,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,19317.0,2015-02-03,2015-02-06,RBS Citizens,In progress,Yes,,1,3.0,2015,2,1,0.6118538290650472,0.38814617093495285,1,4.705169367479623,0
1202482,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MA,1844.0,2015-01-21,2015-01-21,Ocwen,Closed with explanation,Yes,,1,0.0,2015,1,2,0.29266037920776816,0.7073396207922318,1,6.658716966337854,0
1228621,Mortgage,FHA mortgage,Credit decision / Underwriting,,NM,87048.0,2015-02-06,2015-02-11,Bank of America,Closed with explanation,Yes,,1,5.0,2015,2,4,0.4635485509145225,0.5364514490854775,1,6.29161159268382,0
1285841,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MI,48188.0,2015-03-16,2015-03-16,Transworld Systems Inc.,In progress,Yes,,1,0.0,2015,3,0,0.6949111236360384,0.30508887636396165,1,3.440711010911693,0
1199194,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IN,46383.0,2015-01-20,2015-01-20,Ocwen,Closed with explanation,Yes,,1,0.0,2015,1,1,0.327903390676058,0.672096609323942,1,6.376772874591536,0
1251555,Bank account or service,Savings account,"Account opening, closing, or management",,MI,48390.0,2015-02-23,2015-02-27,TCF National Bank,Closed with explanation,Yes,,1,4.0,2015,2,0,0.41277712098386216,0.5872228790161378,1,6.497783032129102,0
1199938,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,2127.0,2015-01-20,2015-01-20,Santander Bank US,Closed,Yes,,1,0.0,2015,1,1,0.6146182023334853,0.3853817976665147,1,4.083054381332118,0
1204689,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OR,97624.0,2015-01-22,2015-01-27,Freedom Mortgage,Closed with explanation,Yes,,1,5.0,2015,1,3,0.5622895792191492,0.43771042078085076,1,5.501683366246806,0
1187568,Prepaid card,General purpose card,Unauthorized transactions/trans. issues,,FL,33305.0,2015-01-09,2015-01-14,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes,1,5.0,2015,1,4,0.5965974867247781,0.4034025132752219,1,20.227220106201777,1
1246470,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,KY,40107.0,2015-02-19,2015-03-09,Equifax,Closed with non-monetary relief,Yes,,1,18.0,2015,2,3,0.6788706319053641,0.3211293680946359,1,7.169034944757087,0
1178008,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32825.0,2015-01-01,2015-01-01,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,Yes,1,0.0,2015,1,3,0.37365325808850214,0.6263467419114979,1,21.010773935291983,1
1224386,Bank account or service,Checking account,Problems caused by my funds being low,,PA,18091.0,2015-02-04,2015-02-04,RBS Citizens,Closed with monetary relief,Yes,,1,0.0,2015,2,2,0.7446266484294418,0.2553733515705582,1,3.0429868125644655,0
1257262,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,NY,14469.0,2015-02-25,2015-02-25,Citibank,Closed with explanation,Yes,,1,0.0,2015,2,2,0.6408258271055616,0.3591741728944384,1,3.8733933831555074,0
1200359,Debt collection,,Communication tactics,Used obscene/profane/abusive language,IL,60143.0,2015-01-20,2015-02-13,Cornerstone Mitigation,Closed with explanation,Yes,,1,24.0,2015,1,1,0.16569737601951492,0.834302623980485,0,12.474420991843882,0
1213601,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,TX,78729.0,2015-01-27,2015-03-04,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,1,36.0,2015,1,1,0.6717702419719878,0.32822975802801224,1,10.825838064224097,0
1212872,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,78245.0,2015-01-27,2015-01-27,Experian,Closed with explanation,Yes,,1,0.0,2015,1,1,0.6874379323504505,0.3125620676495495,1,3.500496541196396,0
1217818,Bank account or service,Other bank product/service,"Account opening, closing, or management",,OH,44514.0,2015-01-30,2015-02-02,PNC Bank,In progress,Yes,,1,3.0,2015,1,4,0.6670144452906754,0.33298555470932456,1,4.263884437674596,0
1241466,Credit card,,Billing disputes,,CA,90201.0,2015-02-16,2015-02-16,First National Bank of Omaha,Closed with explanation,Yes,,1,0.0,2015,2,0,0.4900894122108424,0.5099105877891577,1,5.079284702313261,0
1207290,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,90630.0,2015-01-22,2015-01-23,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,1,1.0,2015,1,3,0.5821518637899644,0.4178481362100356,1,4.542785089680285,0
1239374,Credit card,,Other fee,,CO,80247.0,2015-02-12,2015-02-23,GE Capital Retail,Closed with explanation,Yes,,1,11.0,2015,2,3,0.7763264030027749,0.2236735969972251,1,4.989388775977801,0
1195567,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32904.0,2015-01-12,2015-01-12,Equifax,Closed with explanation,Yes,No,1,0.0,2015,1,0,0.7140794899382026,0.2859205100617974,1,3.2873640804943793,0
1196379,Debt collection,Medical,Taking/threatening an illegal action,Sued where didn't live/sign for debt,NE,68104.0,2015-01-16,2015-01-20,"Credit Management Services, Inc.",Closed,Yes,,1,4.0,2015,1,4,0.4608817945885574,0.5391182054114426,1,6.112945643291541,0
1264629,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33015.0,2015-03-02,2015-03-03,"Diversified Consultants, Inc.",Closed with explanation,Yes,,1,1.0,2015,3,0,0.4797567382789234,0.5202432617210766,1,5.361946093768613,0
1201803,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,76226.0,2015-01-21,2015-01-21,"PennyMac Loan Services, LLC",Closed with monetary relief,Yes,,1,0.0,2015,1,2,0.5310549443359535,0.46894505566404654,1,4.751560445312372,0
1231917,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MI,48075.0,2015-02-09,2015-02-09,RMP Group Inc.,Closed with explanation,Yes,,1,0.0,2015,2,0,0.2836074895547402,0.7163925104452598,1,6.731140083562078,0
1235289,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TX,75098.0,2015-02-11,2015-02-11,Bank of America,Closed with explanation,Yes,,1,0.0,2015,2,2,0.5048210281463924,0.4951789718536076,1,4.961431774828861,0
1256014,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33613.0,2015-02-25,2015-02-25,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,,1,0.0,2015,2,2,0.34206136515559654,0.6579386348444034,1,6.263509078755227,0
1236931,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11215.0,2015-02-12,2015-02-12,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,1,0.0,2015,2,3,0.3952093147087716,0.6047906852912284,1,5.838325482329827,0
1200556,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,TX,75051.0,2015-01-20,2015-01-20,FMS Inc.,Closed with explanation,Yes,Yes,1,0.0,2015,1,1,0.4557436880245826,0.5442563119754174,1,20.35405049580334,1
1179216,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33026.0,2015-01-02,2015-01-07,Bank of America,Closed,Yes,No,1,5.0,2015,1,4,0.4557489473847243,0.5442510526152757,1,6.354008420922206,0
1213644,Credit card,,Billing disputes,,CA,92663.0,2015-01-28,2015-01-28,Army and Air Force Exchange Service,Closed with explanation,Yes,Yes,1,0.0,2015,1,2,0.6853690259785811,0.31463097402141893,1,18.51704779217135,0
1245653,Payday loan,,Charged fees or interest I didn't expect,,TX,78728.0,2015-02-18,2015-02-18,Red Rock Tribal Lending,Closed with explanation,Yes,,1,0.0,2015,2,2,0.3659725105613753,0.6340274894386246,1,6.072219915508997,0
1223380,Credit card,,Identity theft / Fraud / Embezzlement,,FL,34786.0,2015-02-02,2015-02-06,Bank of America,Closed with non-monetary relief,Yes,Yes,1,4.0,2015,2,0,0.6728225422496821,0.3271774577503179,1,19.417419662002544,1
1198024,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,75070.0,2015-01-17,2015-01-17,Caine & Weiner Co. Inc.,Closed with explanation,Yes,,1,0.0,2015,1,5,0.4697600372980357,0.5302399627019643,1,5.241919701615714,0
1192878,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,VA,23236.0,2015-01-14,2015-01-14,TransUnion,Closed with non-monetary relief,Yes,,1,0.0,2015,1,2,0.7550589071596373,0.2449410928403627,1,2.9595287427229016,0
1225820,Credit card,,Closing/Cancelling account,,NY,11372.0,2015-02-05,2015-02-05,Citibank,Closed with explanation,Yes,Yes,1,0.0,2015,2,3,0.8018920078994102,0.19810799210058982,1,17.58486393680472,0
1194032,Credit reporting,,Incorrect information on credit report,Public record,NJ,7712.0,2015-01-12,2015-01-13,TransUnion,Closed with explanation,Yes,No,1,1.0,2015,1,0,0.7183261731557675,0.2816738268442325,1,3.45339061475386,0
1249761,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NC,27591.0,2015-02-20,2015-02-20,"Fay Servicing, LLC",Closed with explanation,Yes,,1,0.0,2015,2,4,0.20168718266598076,0.7983128173340193,0,7.386502538672154,0
1180169,Bank account or service,Checking account,Deposits and withdrawals,,FL,32053.0,2015-01-05,2015-01-06,Bank of America,Closed with explanation,Yes,No,1,1.0,2015,1,0,0.46611233797161944,0.5338876620283806,1,5.471101296227045,0
1210885,Mortgage,Other mortgage,"Application, originator, mortgage broker",,DC,20001.0,2015-01-26,2015-01-29,Pentagon FCU,Closed with explanation,Yes,,1,3.0,2015,1,0,0.5323490840267282,0.4676509159732718,1,5.341207327786174,0
1195596,Payday loan,,Can't contact lender,,NV,89117.0,2015-01-15,2015-02-14,"MNE Services, Inc",Closed with explanation,Yes,,1,30.0,2015,1,3,0.23253499420039545,0.7674650057996045,1,13.139720046396835,0
1241336,Credit card,,Closing/Cancelling account,,MA,2814.0,2015-02-15,2015-02-15,Discover,Closed with explanation,Yes,,1,0.0,2015,2,6,0.8053538060807462,0.19464619391925375,1,2.55716955135403,0
1261427,Credit card,,Customer service / Customer relations,,AZ,85032.0,2015-02-26,2015-02-27,Capital One,In progress,Yes,,1,1.0,2015,2,3,0.6840249519375792,0.3159750480624208,1,3.727800384499367,0
1235565,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30253.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,,1,0.0,2015,2,2,0.6301565236185285,0.3698434763814715,1,3.958747811051772,0
1247318,Credit reporting,,Incorrect information on credit report,Account status,CA,92821.0,2015-02-19,2015-03-09,TransUnion,In progress,Yes,,1,18.0,2015,2,3,0.6508791635815032,0.3491208364184968,1,7.392966691347974,0
1194205,Bank account or service,Other bank product/service,"Account opening, closing, or management",,GA,30236.0,2015-01-14,2015-01-20,SunTrust Bank,Closed with explanation,Yes,,1,6.0,2015,1,2,0.5911920652320014,0.4088079347679986,1,5.470463478143989,0
1222785,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,GA,31322.0,2015-02-03,2015-02-06,GE Capital Retail,Closed with explanation,Yes,,1,3.0,2015,2,1,0.6087592440903592,0.3912407559096408,1,4.729926047277127,0
1226015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,NY,10709.0,2015-02-04,2015-02-05,TransUnion,Closed with explanation,Yes,,1,1.0,2015,2,2,0.7125952786963494,0.2874047213036506,1,3.499237770429205,0
1262714,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,ME,4103.0,2015-03-02,2015-03-09,"Debt Management, Inc",Closed with explanation,Yes,,1,7.0,2015,3,0,0.32057727718759643,0.6794227228124036,1,7.835381782499229,0
1231843,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AL,36608.0,2015-02-09,2015-02-12,"Hunter Warfield, Inc.",In progress,Yes,,1,3.0,2015,2,0,0.16042495186464711,0.8395750481353529,0,8.316600385082824,0
1184263,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,WA,99205.0,2015-01-07,2015-01-12,"Stuart-Lippman and Associates, Inc",Closed with explanation,Yes,No,1,5.0,2015,1,2,0.4044185446647992,0.5955814553352008,1,6.764651642681606,0
1221595,Credit card,,Advertising and marketing,,NY,10024.0,2015-02-03,2015-02-03,Bank of America,Closed with explanation,Yes,,1,0.0,2015,2,1,0.5018041940209582,0.4981958059790418,1,4.985566447832334,0
1178120,Payday loan,,Payment to acct not credited,,TX,77708.0,2015-01-02,2015-01-08,Sands Recovery Group,Untimely response,No,,0,6.0,2015,1,4,0.3678603290623813,0.6321396709376187,1,7.25711736750095,0
1198170,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77083.0,2015-01-16,2015-01-17,"First National Collection Bureau, Inc.",Closed with explanation,Yes,Yes,1,1.0,2015,1,4,0.5144939529943994,0.4855060470056006,1,20.084048376044805,1
1196391,Credit card,,Other,,FL,32746.0,2015-01-16,2015-01-16,USAA Savings,Closed with non-monetary relief,Yes,,1,0.0,2015,1,4,0.773563341262687,0.226436658737313,1,2.811493269898504,0
1201694,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,NoI,-9999.0,2015-01-21,2015-01-26,Allied Interstate LLC,Closed with non-monetary relief,Yes,,1,5.0,2015,1,2,0.6506267586566867,0.34937324134331327,1,4.794985930746506,0
1202203,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,CA,92545.0,2015-01-21,2015-01-21,Seterus,Closed with explanation,Yes,,1,0.0,2015,1,2,0.6097315360293408,0.3902684639706592,1,4.122147711765273,0
1208017,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,KS,66027.0,2015-01-24,2015-01-24,"Credence Resource Management, LLC",Closed with explanation,Yes,Yes,1,0.0,2015,1,5,0.27733964351911505,0.7226603564808849,1,21.78128285184708,1
1241425,Credit card,,Closing/Cancelling account,,ME,4106.0,2015-02-15,2015-02-15,Discover,Closed with explanation,Yes,Yes,1,0.0,2015,2,6,0.6516482792189282,0.3483517207810718,1,18.786813766248574,0
1184662,Debt collection,,Communication tactics,Frequent or repeated calls,AZ,85138.0,2015-01-07,2015-01-08,Cade Investments LLC,Closed with explanation,Yes,,1,1.0,2015,1,2,0.1835538720807293,0.8164461279192707,0,7.731569023354166,0
1257929,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,CA,92647.0,2015-02-26,2015-02-26,Wells Fargo,In progress,Yes,,1,0.0,2015,2,3,0.49103692725393766,0.5089630727460623,1,5.071704581968499,0
1218669,Credit reporting,,Incorrect information on credit report,Account status,FL,33617.0,2015-01-30,2015-01-30,Experian,Closed with non-monetary relief,Yes,Yes,1,0.0,2015,1,4,0.604268431426682,0.39573156857331804,1,19.165852548586543,0
1201675,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92649.0,2015-01-21,2015-01-23,Fifth Third Bank,Closed with monetary relief,Yes,,1,2.0,2015,1,2,0.6492695685954387,0.3507304314045613,1,4.205843451236491,0
1187653,Credit reporting,,Incorrect information on credit report,Account status,GA,30237.0,2015-01-08,2015-01-09,TransUnion,Closed with explanation,Yes,Yes,1,1.0,2015,1,3,0.5669607143146774,0.4330392856853226,1,19.66431428548258,1
1251669,Bank account or service,Checking account,Deposits and withdrawals,,WA,98926.0,2015-02-23,2015-02-23,Wells Fargo,Closed with explanation,Yes,,1,0.0,2015,2,0,0.46996843508736114,0.5300315649126388,1,5.2402525193011105,0
1216230,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,32222.0,2015-01-29,2015-01-29,"Hunter Warfield, Inc.",In progress,Yes,,1,0.0,2015,1,3,0.14353461021101008,0.8564653897889899,0,7.851723118311919,0
1213636,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,92663.0,2015-01-28,2015-01-28,"I.C. System, Inc.",Closed with explanation,Yes,,1,0.0,2015,1,2,0.6050291018703038,0.3949708981296962,1,4.15976718503757,0
1179668,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,93309.0,2015-01-03,2015-01-03,"Fidelity Capital Holdings, Inc.",Closed with explanation,Yes,Yes,1,0.0,2015,1,5,0.4610885438367354,0.5389114561632646,1,20.311291649306117,1
1235359,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,SD,57717.0,2015-02-11,2015-02-18,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,,1,7.0,2015,2,2,0.5416266895294984,0.45837331047050156,1,6.066986483764013,0
1245621,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,FL,33050.0,2015-02-18,2015-02-18,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,,1,0.0,2015,2,2,0.4179375977017743,0.5820624022982257,1,5.656499218385806,0
1221277,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,91001.0,2015-02-02,2015-02-06,JPMorgan Chase,Closed with explanation,Yes,Yes,1,4.0,2015,2,0,0.5251841775709198,0.47481582242908016,1,20.59852657943264,1
1279152,Credit reporting,,Incorrect information on credit report,Information is not mine,MS,39759.0,2015-03-12,2015-03-12,Equifax,Closed with explanation,Yes,,1,0.0,2015,3,3,0.7246564821969161,0.27534351780308386,1,3.202748142424671,0
1235604,Debt collection,Medical,Communication tactics,Threatened to take legal action,MS,39567.0,2015-02-11,2015-02-23,Coast Collection Agency Inc,Closed with non-monetary relief,Yes,,1,12.0,2015,2,2,0.37590371795479227,0.6240962820452077,1,8.392770256361661,0
1189461,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NJ,8050.0,2015-01-10,2015-01-10,"Green Tree Servicing, LLC",Closed with explanation,Yes,Yes,1,0.0,2015,1,5,0.5849765883379809,0.41502341166201906,1,19.32018729329615,0
1247473,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IL,60030.0,2015-02-19,2015-02-26,Ocwen,Closed with explanation,Yes,Yes,1,7.0,2015,2,3,0.33034203261220696,0.669657967387793,1,22.757263739102342,1
1220314,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,78613.0,2015-02-02,2015-02-05,"Green Tree Servicing, LLC",Closed with explanation,Yes,,1,3.0,2015,2,0,0.6226662423423462,0.37733375765765376,1,4.618670061261231,0
1230191,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,77494.0,2015-02-07,2015-02-07,"National Credit Systems,Inc.",Closed with explanation,Yes,,1,0.0,2015,2,5,0.32916684824591597,0.670833151754084,1,6.366665214032672,0
1182201,Consumer loan,Vehicle loan,Managing the loan or lease,,GA,30265.0,2015-01-06,2015-01-09,DriveTime,Closed with explanation,Yes,No,1,3.0,2015,1,1,0.48317071158239683,0.5168292884176031,1,5.734634307340825,0
1225276,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,SC,29730.0,2015-02-04,2015-02-04,Security Finance,Closed with explanation,Yes,,1,0.0,2015,2,2,0.5745539997267498,0.4254460002732502,1,4.4035680021860015,0
1227403,Credit card,,Late fee,,NJ,8520.0,2015-02-05,2015-02-06,Citibank,Closed with explanation,Yes,,1,1.0,2015,2,3,0.7976374107005126,0.20236258929948736,1,2.818900714395899,0
1198729,Credit card,,Billing disputes,,AL,36535.0,2015-01-19,2015-01-19,Bank of America,Closed with explanation,Yes,,1,0.0,2015,1,0,0.5696740879793466,0.4303259120206534,1,4.442607296165227,0
1204821,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,MI,63389.0,2015-01-22,2015-01-26,"Check into Cash, Inc.",Closed with monetary relief,Yes,,1,4.0,2015,1,3,0.5407974359117176,0.4592025640882824,1,5.473620512706259,0
1225370,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,CO,80021.0,2015-02-04,2015-02-04,"The Affiliated Group, Inc",Closed with non-monetary relief,Yes,,1,0.0,2015,2,2,0.4393245416484421,0.5606754583515579,1,5.485403666812463,0
1192670,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92122.0,2015-01-14,2015-01-14,Experian,Closed with explanation,Yes,Yes,1,0.0,2015,1,2,0.6948509141758076,0.3051490858241924,1,18.44119268659354,0
1254190,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,NJ,8505.0,2015-02-24,2015-02-24,Rushmore Loan Management Services LLC,Closed with explanation,Yes,,1,0.0,2015,2,1,0.5735970639951725,0.4264029360048275,1,4.41122348803862,0
1186349,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,UT,84104.0,2015-01-08,2015-01-13,HSBC,Closed with explanation,Yes,,1,5.0,2015,1,3,0.517813473066548,0.482186526933452,1,5.857492215467616,0
1268542,Bank account or service,Other bank product/service,Using a debit or ATM card,,NY,11501.0,2015-03-05,2015-03-06,Bank of America,Closed with explanation,Yes,,1,1.0,2015,3,3,0.4522960600847595,0.5477039399152406,1,5.581631519321925,0
1206555,Credit card,,Billing disputes,,LA,70810.0,2015-01-23,2015-01-26,Bank of America,Closed with explanation,Yes,,1,3.0,2015,1,4,0.5731899109802809,0.42681008901971906,1,5.014480712157752,0
1179663,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,CA,94583.0,2015-01-03,2015-01-03,Tenet HealthCare Corporation,Closed with explanation,Yes,,1,0.0,2015,1,5,0.28144412080222875,0.7185558791977713,1,6.7484470335821705,0
1198003,Bank account or service,Other bank product/service,Using a debit or ATM card,,IN,46140.0,2015-01-17,2015-01-17,Comerica,Closed with explanation,Yes,,1,0.0,2015,1,5,0.49478338599715255,0.5052166140028475,1,5.04173291202278,0
1219776,Credit card,,Privacy,,OH,45036.0,2015-02-02,2015-02-02,Bank of America,Closed with explanation,Yes,,1,0.0,2015,2,0,0.6411873382630411,0.3588126617369589,1,3.8705012938956713,0
1230261,Bank account or service,Other bank product/service,Using a debit or ATM card,,NY,10001.0,2015-02-07,2015-02-07,Capital One,Closed with explanation,Yes,Yes,1,0.0,2015,2,5,0.5681988451172368,0.43180115488276316,1,19.454409239062105,1
1226701,Credit reporting,,Incorrect information on credit report,Account status,TX,77532.0,2015-02-05,2015-02-27,Equifax,Closed with explanation,Yes,,1,22.0,2015,2,3,0.6145584097469243,0.38544159025307567,1,8.483532722024606,0
1229175,Credit card,,Closing/Cancelling account,,GA,30324.0,2015-02-06,2015-02-11,Discover,Closed with explanation,Yes,Yes,1,5.0,2015,2,4,0.7487414968914337,0.25125850310856634,1,19.01006802486853,0
1200980,Credit reporting,,Incorrect information on credit report,Account terms,PA,15221.0,2015-01-20,2015-01-20,Equifax,Closed with explanation,Yes,,1,0.0,2015,1,1,0.6212321519304045,0.3787678480695955,1,4.030142784556764,0
1185964,Credit reporting,,Incorrect information on credit report,Account status,TX,78201.0,2015-01-08,2015-02-04,Equifax,Closed with explanation,Yes,,1,27.0,2015,1,3,0.5729289111986885,0.4270710888013115,1,9.816568710410493,0
1256147,Prepaid card,General purpose card,"Overdraft, savings or rewards features",,HI,96826.0,2015-02-25,2015-03-03,"NetSpend Corporation,  a TSYS Company",Closed with monetary relief,Yes,,1,6.0,2015,2,2,0.4701019424580398,0.5298980575419602,1,6.439184460335682,0
1205697,Credit reporting,,Incorrect information on credit report,Account terms,FL,32877.0,2015-01-23,2015-01-23,TransUnion,Closed with non-monetary relief,Yes,,1,0.0,2015,1,4,0.6037561909029999,0.3962438090970001,1,4.169950472776001,0
1196782,Credit card,,Advertising and marketing,,IN,46062.0,2015-01-16,2015-01-16,Capital One,Closed with explanation,Yes,,1,0.0,2015,1,4,0.674675092752061,0.32532490724793905,1,3.6025992579835124,0
1207989,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PA,15233.0,2015-01-24,2015-01-24,Stellar Recovery Inc.,Closed with explanation,Yes,,1,0.0,2015,1,5,0.50505686301971,0.49494313698029,1,4.95954509584232,0
1250847,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,AR,72364.0,2015-02-21,2015-02-27,Capital One,In progress,Yes,,1,6.0,2015,2,5,0.6744073386840657,0.32559266131593434,1,4.804741290527475,0
1227332,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,78109.0,2015-02-05,2015-02-05,Nationstar Mortgage,Closed with explanation,Yes,,1,0.0,2015,2,3,0.6105081751440233,0.38949182485597666,1,4.115934598847813,0
1239441,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NV,89149.0,2015-02-12,2015-02-13,Transworld Systems Inc.,Closed with explanation,Yes,,1,1.0,2015,2,3,0.6340451877766461,0.3659548122233539,1,4.1276384977868315,0
1203609,Credit card,,APR or interest rate,,UT,84020.0,2015-01-21,2015-01-22,Capital One,Closed with explanation,Yes,,1,1.0,2015,1,2,0.8319570496124876,0.16804295038751238,1,2.544343603100099,0
1268744,Student loan,Non-federal student loan,Can't repay my loan,,CA,93065.0,2015-03-05,2015-03-05,Discover,Closed with explanation,Yes,,1,0.0,2015,3,3,0.7669461015926146,0.23305389840738544,1,2.8644311872590835,0
1182767,Credit reporting,,Incorrect information on credit report,Account status,MD,21222.0,2015-01-06,2015-01-09,Equifax,Closed with explanation,Yes,Yes,1,3.0,2015,1,1,0.6324013954028329,0.3675986045971671,1,19.540788836777338,1
1247061,Debt collection,,Communication tactics,Called after sent written cease of comm,MN,55104.0,2015-02-19,2015-02-27,Creditor Advocates Inc,Closed with non-monetary relief,Yes,,1,8.0,2015,2,3,0.36049458930122397,0.6395054106987761,1,7.716043285590208,0
1257884,Debt collection,Medical,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,CO,80003.0,2015-02-25,2015-02-26,"Alpine Credit, Inc",Untimely response,No,,0,1.0,2015,2,2,0.17117783822518967,0.8288221617748104,0,7.830577294198483,0
1235352,Credit card,,Customer service / Customer relations,,FL,33431.0,2015-02-11,2015-02-11,Barclays,In progress,Yes,,1,0.0,2015,2,2,0.5898707938307781,0.4101292061692219,1,4.281033649353775,0
